Sample_ID,Data_Source,Molecular_Formula,Empirical_Formula,Dominant_Phase,Hf_content_wt%,Zr_content_wt%,Ta_content_wt%,Nb_content_wt%,Ti_content_wt%,Si_content_wt%,C_content_wt%,B_content_wt%,Valence_Electron_Conc,Sintering_Temp_C,Sintering_Time_min,Sintering_Pressure_MPa,Heating_Rate_C_per_min,Atmosphere,Atmosphere_Code,Powder_Particle_Size_um,Milling_Time_h,Milling_Speed_rpm,Ball_to_Powder_Ratio,Cooling_Rate_C_per_min,Homologous_Temperature,Grain_Size_um,Grain_Aspect_Ratio,Porosity_%,Density_g_cm3,Relative_Density_%,Phase_Fraction_Carbide_%,Phase_Fraction_Boride_%,SiC_Phase_Fraction_%,Mixing_Enthalpy_kJ_mol,Atomic_Size_Mismatch_%,Mixing_Entropy_J_molK,Omega_Phase_Stability,Electronegativity_Difference,Liquidus_Temp_C,Num_Principal_Elements,Phase_Stability_Index,Vickers_Hardness_GPa,Fracture_Toughness_MPa_m05,Flexural_Strength_MPa,Youngs_Modulus_GPa,Weibull_Modulus,Poisson_Ratio,Shear_Modulus_GPa,Bulk_Modulus_GPa,Pughs_Ratio_K_G,Critical_Flaw_Size_um,Specific_Strength_MPa_gcm3,Specific_Stiffness_GPa_gcm3,Nano_Hardness_GPa,Elastic_Energy_Density_MJ_m3,Thermal_Conductivity_W_mK,Thermal_Shock_Resistance_dT_C,CTE_1e6_per_C,Melting_Decomp_Temp_C,Specific_Heat_Cp_J_kgK,Thermal_Diffusivity_mm2_s,Thermal_Mismatch_Stress_MPa,Biot_Number,Phonon_MFP_nm,Cp_HighTemp_J_kgK,Reradiation_Flux_kW_m2,K_Therm_HighTemp_W_mK,Oxide_Thickness_100h_um,Kp_Parabolic_mg2_cm4s,Oxidation_Activation_Energy_kJ_mol,Hot_Corrosion_Resistance_Index,O2_Diffusion_Coeff_m2s,Mass_Gain_Oxidation_mg_cm2,Spallation_Resistance,BET_Surface_Area_m2_g,Milling_Energy_kJ_g,Green_Density_g_cm3,Densification_Rate_%_min,Sintering_Activation_Energy_kJ_mol,Powder_Flowability_s_50g,Carrs_Index_%,CTOD_um,J_Integral_kJ_m2,Notch_Sensitivity_Ratio,R_Curve_Slope,Fatigue_Crack_Growth_nm_cycle,Damage_Tolerance_Index,Test_Temperature_C,Oxidation_Rate_mg_cm2s,Creep_Rate_per_s,Emissivity,Ablation_Rate_mm_per_s,Leading_Edge_Survivability_mm,Plasma_Recession_Rate_um_s,Aero_Structural_FOM,TPS_Efficiency_Index,Service_Life_h,Heat_Absorption_Specific_J_g,Reusability_Index
UHTM_0385,Experimental,Hf0.09Zr0.13Ta0.03Nb0.01Ti0.03Si0.11C0.21B0.38,Hf7.7Zr10.6Ta2.8NbTi2.6Si8.8C17.7B31.7,HfB2,35.657,24.949,13.109,2.396,3.182,6.368,5.494,8.844,4.0666,2126.8,53.1,71.86,26.61,N2,2,6.43,35.02,366.9,15.22,15.17,0.6671,38.942,2.145,0.081,7.5382,99.9,50.69,31.31,10.67,-4.072,15.0,14.0934,12.3377,0.4268,4000.0,6,9.551,23.491,6.491,424.3,423.48,5.73,0.1846,185.44,234.16,1.2866,74.495,58.002,52.618,21.557,0.01444,56.521,100.0,8.1081,3564.8,392.8,18.2529,0.0,0.0202,5.0,491.36,247.205,9.337,500.0,100.0,213.5,6.472,1.90197e-15,200.0,0.5933,0.1,30.0,5.5929,0.80212,463.42,51.445,21.305,0.23892,0.10175,0.991,0.5787,0.000498,0.3272,1208.4,0.79802,1.059e-09,0.9247,0.02623,15.0,14.595,16.3193,0.3194,471.19,457.9,5.604
UHTM_0386,Synthetic,Hf0.06Zr0.03Nb0.02Ti0.03Si0.22C0.40B0.23,Hf2.9Zr1.4NbTi1.6Si11.4C20.3B11.6,HfSi,32.257,8.008,5.503,5.858,4.926,20.152,15.39,7.906,4.0346,1934.7,215.6,60.89,26.86,He,3,3.446,53.17,117.5,5.95,40.64,0.6514,27.835,1.796,0.029,6.7363,96.679,60.34,35.91,23.1,-4.745,15.0,12.7452,9.069,0.4019,4000.0,7,5.29,21.246,6.312,637.5,400.86,9.33,0.1958,152.13,208.75,1.3514,31.2083,84.984,56.992,19.75,0.001,47.99,100.0,7.2889,3376.3,433.12,16.1563,0.0,0.0252,5.0,536.58,703.991,7.472,500.0,100.0,225.62,6.93,9.21534e-15,200.0,0.6214,0.4054,7.2213,4.9694,0.27086,413.21,34.923,19.637,0.15061,0.09901,1.0,0.4477,0.00063,0.3495,1677.2,0.58048,4.601e-09,0.8634,0.0112,15.0,5.7372,32.3389,1.2283,712.85,710.13,6.478
UHTM_0387,Experimental,Hf0.04Zr0.09Ta0.03Ti0.03Si0.21C0.28B0.32,Hf1.4Zr3.0Ta1.1TiSi7.0C9.3B10.9,ZrSi,21.261,22.809,16.551,0.15,3.971,16.197,9.256,9.805,4.069,2175.9,102.0,55.64,30.46,Vacuum,0,9.078,62.41,230.6,10.94,40.22,0.7185,33.218,4.745,0.254,6.9006,99.9,54.8,40.43,22.78,-4.1205,15.0,13.4365,11.2945,0.4009,4000.0,6,9.187,20.218,7.704,589.18,427.51,6.02,0.1839,181.95,236.94,1.3006,54.4185,77.214,62.824,18.828,0.001,46.013,100.0,7.9609,3463.6,336.71,19.9776,0.0,0.0776,5.0,441.41,573.666,5.44,500.0,100.0,222.27,7.527,4.13783e-15,200.0,0.6686,0.1,30.0,5.2214,0.45952,425.04,60.0,18.362,0.23702,0.14058,0.9702,0.5431,0.000328,0.3761,1577.3,0.59786,3.309e-09,0.8615,0.01527,15.0,8.8646,24.9718,1.089,659.32,519.85,6.06
UHTM_0388,Experimental,Hf0.04Zr0.05Nb0.02Ti0.05Si0.18C0.43B0.23,Hf2.3Zr3.0NbTi3.2Si11.8C27.9B14.8,HfC,22.391,15.131,3.616,5.111,8.303,18.217,18.454,8.777,3.9995,1629.2,173.6,97.36,46.25,Vacuum,0,5.915,45.09,349.3,19.46,23.39,0.5587,16.484,1.074,2.094,6.2923,94.313,67.53,42.33,20.06,-5.9651,15.0,12.5945,6.6514,0.4077,4000.0,7,11.56,24.683,5.04,814.39,377.74,8.81,0.208,159.34,213.68,1.3,12.19,127.693,59.861,23.748,0.001,42.121,100.0,7.7073,3150.3,427.51,16.5862,13.28,0.0114,5.0,594.45,1820.657,5.0,500.0,100.0,205.73,5.121,1.0257193e-13,200.0,0.6213,0.1,30.0,5.0732,0.2427,406.79,54.064,15.766,0.08013,0.06704,1.0,0.3187,0.000924,0.1874,2174.1,2.87152,2.5172e-08,0.8945,0.02158,14.324,11.8873,44.4736,1.5611,160.26,897.97,0.0
UHTM_0389,Synthetic,Hf0.08Zr0.03Ta0.04Nb0.05Ti0.06Si0.31C0.19B0.24,Hf2.5ZrTa1.3Nb1.4Ti1.8Si9.2C5.7B7.1,HfSi,31.759,6.555,16.984,9.541,6.178,18.578,4.89,5.515,4.2101,1658.8,35.3,65.7,41.04,Vacuum,0,0.945,48.17,122.5,13.08,30.72,0.5461,24.323,2.751,1.675,7.1542,99.9,49.21,31.39,20.27,-3.4442,15.0,14.8675,14.5449,0.3781,4000.0,7,3.854,25.675,7.094,645.17,412.85,8.93,0.1946,165.47,221.78,1.3729,38.4892,108.779,65.607,23.938,0.001,45.657,100.0,7.3007,3369.5,401.06,16.1933,8.76,0.0665,5.0,500.67,268.231,9.19,500.0,42.384261,228.01,7.332,4.7872e-16,200.0,0.6887,0.6923,7.2048,5.4736,1.17603,443.19,25.498,23.272,0.1775,0.12106,1.0,0.4345,0.000436,0.343,1240.9,0.10851,2.228e-09,0.9025,0.00567,15.0,2.282,29.8728,1.0626,2000.0,485.98,9.593
UHTM_0390,Experimental,Hf0.07Zr0.04Ta0.02Nb0.05Ti0.05Si0.25C0.40B0.12,Hf4.3Zr2.4TaNb3.2Ti2.9Si15.4C24.9B7.4,HfSi,31.627,9.164,7.506,12.305,5.694,17.961,12.408,3.335,4.1648,1626.4,174.9,89.07,25.3,N2,2,4.553,9.09,109.6,9.32,30.61,0.5395,31.059,1.087,1.612,6.5134,93.734,57.94,29.8,18.03,-5.7477,15.0,13.6709,8.1391,0.4395,4000.0,7,8.167,23.929,6.524,505.2,440.08,5.0,0.2201,170.79,248.99,1.4929,53.0792,72.26,65.524,22.505,0.0164,39.188,100.0,7.6242,3421.9,403.2,15.3249,0.0,0.0142,5.0,599.68,2776.266,6.357,500.0,100.0,226.23,1.0,1.7492159e-13,200.0,0.5483,0.2638,1.2879,5.0496,0.23761,428.08,40.635,21.161,0.1852,0.10055,1.0,0.5021,0.00063,0.2561,2464.1,8.04221,6.6146e-08,0.8713,0.04683,14.255,25.6691,23.0114,0.1,57.58,966.67,0.0
UHTM_0391,Experimental,Hf0.10Zr0.10Ta0.01Ti0.03Si0.16C0.32B0.27,Hf9.6Zr9.7TaTi3.0Si15.9C31.4B26.7,HfSi,41.866,21.611,4.425,1.394,3.511,10.914,9.228,7.052,3.9877,1711.2,96.4,31.16,37.34,N2,2,7.588,68.1,280.0,6.8,41.53,0.5403,20.543,2.934,0.065,7.5028,99.9,52.92,35.86,12.2,-4.0554,15.0,13.7694,12.0168,0.4488,4000.0,5,6.34,25.958,4.915,728.66,412.48,8.53,0.2079,165.24,224.91,1.4065,14.4855,98.914,54.208,24.47,0.001,51.87,100.0,8.7374,3539.3,398.03,16.8249,13.78,0.0588,5.0,528.9,468.614,5.571,500.0,100.0,229.24,6.616,2.38455e-15,200.0,0.6148,0.1,30.0,5.2432,0.40766,424.96,57.733,18.289,0.10057,0.06649,0.8922,0.3534,0.001115,0.1922,1472.6,0.60165,2.397e-09,0.8939,0.0026,15.0,1.2068,26.9484,1.2768,794.5,584.56,6.636
UHTM_0392,Experimental,Hf0.04Zr0.09Nb0.02Ti0.01Si0.21C0.48B0.15,Hf3.9Zr8.3Nb1.9TiSi19.3C44.1B14.1,ZrSi,23.811,25.711,1.432,5.867,1.626,18.385,17.992,5.176,4.0212,1924.8,41.7,65.54,31.38,He,3,7.962,9.55,233.1,15.55,21.83,0.6381,10.319,3.004,1.267,6.9834,99.9,71.1,29.05,21.05,-4.5322,15.0,12.1233,8.6508,0.4389,4000.0,6,14.447,23.082,5.908,867.29,408.25,10.73,0.2199,165.84,244.5,1.5023,14.77,133.6,55.649,21.381,0.00532,52.439,100.0,7.2821,3234.0,419.56,17.8502,5.41,0.0161,27.731,552.99,708.444,10.709,500.0,100.0,212.79,7.52,2.76502e-15,200.0,0.6176,0.1,5.0937,5.0559,0.93764,417.74,58.278,21.733,0.10147,0.08644,1.0,0.2671,0.000641,0.2328,1643.4,0.77558,4.382e-09,0.9101,0.02065,15.0,11.2509,41.6373,2.5272,506.43,658.5,5.331
UHTM_0393,Synthetic,Hf0.04Zr0.08Nb0.04Ti0.03Si0.21C0.43B0.18,Hf1.4Zr3.1Nb1.4TiSi8.1C17.0B7.0,ZrSi,20.194,22.593,2.978,10.528,3.777,17.915,16.072,5.943,4.0756,1987.3,158.1,89.44,27.16,Ar,1,4.997,55.78,275.3,14.67,14.5,0.6668,48.101,2.287,5.171,6.9634,99.9,63.81,27.66,22.55,-5.9156,15.0,12.9736,6.9356,0.4314,4000.0,6,3.879,20.421,7.366,245.6,332.73,5.0,0.211,131.37,175.5,1.3603,100.0,30.0,55.401,19.187,0.00478,39.262,100.0,7.6738,3162.4,403.4,13.8667,8.84,0.0369,5.0,540.4,392.828,5.0,500.0,76.900626,237.13,6.195,3.4337e-15,200.0,0.5792,0.2665,30.0,5.4822,0.20375,426.55,42.708,18.116,0.65186,0.1604,1.0,0.6794,0.000275,0.3775,1412.1,0.14616,3.892e-09,0.8575,0.001,15.0,1.1765,13.9393,0.6157,2000.0,542.22,8.992
UHTM_0394,Synthetic,Hf0.09Zr0.07Ta0.02Nb0.01Ti0.01Si0.27C0.35B0.17,Hf7.0Zr5.5Ta1.9Nb1.1TiSi21.6C27.6B13.3,HfSi,37.458,15.043,10.475,3.084,1.437,18.231,9.955,4.317,4.0924,1627.4,80.6,66.65,13.65,N2,2,8.958,19.07,205.1,10.61,13.99,0.524,25.818,1.529,1.014,6.9166,97.092,57.41,29.46,22.37,-2.4089,15.0,13.529,19.9371,0.4389,4000.0,5,12.562,23.815,5.983,631.41,414.74,9.28,0.1967,177.73,234.8,1.2689,28.581,80.655,62.399,22.912,0.0094,52.52,100.0,7.6117,3550.0,429.12,17.8584,13.56,0.0423,5.0,593.34,1035.911,6.651,500.0,100.0,235.53,5.914,3.659422e-14,200.0,0.5312,0.1423,8.0055,5.1236,0.55348,434.99,60.0,21.556,0.12545,0.08156,0.9554,0.4322,0.000786,0.1829,1869.0,1.31825,9.602e-09,0.865,0.01527,15.0,8.5159,29.0217,0.8634,338.72,772.49,2.948
UHTM_0395,Experimental,Hf0.04Zr0.07Ta0.01Nb0.03Ti0.06Si0.09C0.49B0.21,Hf3.3Zr6.4TaNb2.4Ti5.0Si7.7C41.4B18.2,HfC,21.613,21.39,6.643,8.207,8.773,7.916,18.248,7.21,4.0764,2167.6,111.2,77.44,25.88,He,3,2.75,67.22,165.9,19.26,27.27,0.7234,36.829,2.506,1.961,7.154,99.9,66.7,29.94,7.11,-2.29,15.0,12.7672,18.7108,0.4465,4000.0,8,9.058,25.323,7.177,473.23,413.52,5.0,0.1984,175.95,223.24,1.2145,73.2076,85.681,65.657,23.953,0.001,44.218,100.0,7.9422,3356.1,405.64,15.5356,7.14,0.0622,5.0,483.99,182.692,8.976,500.0,100.0,199.63,6.75,3.9418e-16,200.0,0.5624,0.3123,18.5121,5.3921,0.34869,422.57,32.608,19.885,0.27877,0.12128,1.0,0.5646,0.000387,0.2687,1087.9,0.69414,9.55e-10,0.9351,0.00758,15.0,4.219,20.3176,0.4835,652.87,434.29,6.19
UHTM_0396,Synthetic,Hf0.06Zr0.03Ta0.02Nb0.03Ti0.02Si0.21C0.43B0.20,Hf3.3Zr1.5Ta1.3Nb1.6TiSi11.1C23.0B10.6,HfSi,31.67,7.531,12.331,8.179,2.573,16.749,14.834,6.133,4.1438,2105.3,46.9,49.76,16.06,He,3,4.165,51.84,375.7,5.33,23.01,0.6992,20.847,3.689,3.027,6.8194,98.12,67.25,36.15,19.31,-6.3144,15.0,12.9231,6.8384,0.4173,4000.0,7,8.094,23.273,6.842,704.19,403.84,8.53,0.1999,171.3,220.28,1.3025,30.0453,113.692,73.795,22.173,0.00829,38.306,100.0,6.9774,3341.3,413.65,14.056,0.0,0.0512,5.0,511.58,246.424,6.57,500.0,100.0,207.51,7.345,1.59933e-15,200.0,0.6208,0.3674,30.0,5.0015,0.81953,456.42,38.008,19.121,0.1597,0.12682,1.0,0.3926,0.000453,0.2986,1224.5,0.60953,1.302e-09,0.8748,0.00863,15.0,4.8967,36.9125,0.1,718.06,496.12,6.808
UHTM_0397,Synthetic,Hf0.08Zr0.05Ta0.02Nb0.04Ti0.01Si0.21C0.54B0.05,Hf7.0Zr4.2Ta1.5Nb3.1TiSi17.4C44.9B4.2,HfC,37.635,11.587,8.099,8.684,1.452,14.832,16.335,1.376,4.1541,1778.0,60.9,27.4,46.17,Ar,1,8.996,54.27,305.8,9.56,22.57,0.5759,18.079,4.13,3.064,7.0719,99.198,62.47,22.27,17.06,-3.6804,15.0,11.7723,11.1506,0.4663,4000.0,6,12.285,22.698,7.651,668.99,397.56,9.78,0.1996,175.77,226.41,1.3432,41.6392,105.095,52.403,21.503,0.01358,45.569,100.0,7.6044,3486.0,367.4,17.5549,16.82,0.01,5.0,540.55,1516.674,5.178,500.0,100.0,217.19,5.366,1.5690585e-13,200.0,0.5969,0.1987,30.0,4.952,0.58744,448.15,60.0,21.231,0.21639,0.1554,0.9583,0.3871,0.000521,0.3888,2118.7,2.75671,2.4478e-08,0.8189,0.03067,14.684,17.6465,31.1282,0.8774,171.6,786.28,0.0
UHTM_0398,Synthetic,Hf0.04Zr0.10Si0.12C0.47B0.25,HfZr2.1Si2.7C10.5B5.5,ZrC,25.755,28.22,5.122,2.904,0.262,10.965,18.196,8.576,3.9945,1646.3,92.6,56.63,20.09,Vacuum,0,8.973,15.77,180.1,18.82,5.47,0.5366,20.655,3.123,1.465,6.9214,99.9,65.45,40.74,9.61,-4.9827,15.0,11.7865,8.3914,0.4362,4000.0,6,6.594,24.412,6.112,693.93,427.21,10.89,0.2085,181.92,242.18,1.3179,24.6905,90.864,67.114,23.77,0.001,45.373,100.0,8.1863,3547.5,447.26,14.3957,12.12,0.1225,5.0,580.8,281.943,8.885,500.0,100.0,217.58,7.034,1.52022e-15,200.0,0.5912,0.1,5.0416,5.0957,0.3923,446.54,60.0,20.057,0.13392,0.09223,0.9846,0.3702,0.000735,0.2418,1279.8,0.27364,2.093e-09,0.8728,0.01237,15.0,6.7347,28.6514,0.4244,1251.82,565.52,7.99
UHTM_0399,Experimental,Hf0.09Zr0.03Ta0.03Nb0.03Ti0.06Si0.22C0.33B0.22,Hf3.5ZrTa1.2NbTi2.4Si8.4C12.7B8.7,HfSi,38.852,5.703,13.218,5.709,6.916,14.462,9.354,5.786,4.1314,1701.9,48.8,51.56,47.85,He,3,6.889,31.9,227.8,9.81,36.21,0.5554,20.755,3.359,3.903,6.9386,96.832,58.61,30.13,15.39,-5.9427,15.0,14.2637,8.2232,0.4256,4000.0,8,9.293,21.343,7.112,672.15,425.4,8.67,0.2062,178.6,253.65,1.4204,35.6408,111.387,60.026,19.536,0.001,42.211,100.0,7.214,3426.1,358.48,17.5826,11.95,0.0253,5.0,413.58,328.811,10.204,500.0,100.0,238.95,6.624,3.33534e-15,200.0,0.554,0.2088,16.7774,5.2064,0.70477,468.63,52.869,18.129,0.17351,0.1253,0.9133,0.4066,0.000375,0.2105,1353.3,0.52118,2.832e-09,0.8508,0.00778,15.0,4.4825,31.6956,0.8842,834.65,458.55,7.255
UHTM_0400,Synthetic,Hf0.07Zr0.03Ta0.03Nb0.05Ti0.05Si0.07C0.41B0.28,Hf2.6ZrTaNb1.6Ti1.7Si2.6C14.5B10.0,HfC,35.125,6.886,13.637,11.342,6.144,5.549,13.169,8.149,4.1683,1676.2,221.3,89.36,28.99,He,3,8.604,44.48,336.7,8.78,11.47,0.5471,27.437,1.802,0.993,6.7278,95.379,58.42,37.1,5.12,-4.351,15.0,13.3133,10.195,0.4352,4000.0,8,14.529,21.669,6.767,636.4,440.85,8.69,0.1938,174.85,219.44,1.2558,35.9876,86.423,62.088,21.619,0.01415,45.441,100.0,6.9028,3331.9,395.29,17.4495,0.0,0.0718,5.0,548.47,1884.13,5.072,500.0,100.0,212.67,3.677,8.422682e-14,200.0,0.5732,0.3776,30.0,5.2736,0.14193,442.99,60.0,19.092,0.15789,0.1012,1.0,0.4637,0.000568,0.2828,2189.5,3.49007,2.7297e-08,0.9015,0.0245,15.0,12.839,31.211,1.0641,131.97,847.17,0.0
UHTM_0401,Experimental,Hf0.05Zr0.07Ta0.01Nb0.06Ti0.05Si0.18C0.33B0.26,Hf4.1Zr6.1TaNb4.8Ti3.9Si14.6C27.1B21.6,HfSi,23.983,17.97,5.887,14.65,6.002,13.318,10.589,7.601,4.1294,1674.0,31.3,39.52,33.42,He,3,0.979,55.44,128.9,13.01,10.65,0.5553,27.402,2.149,4.391,6.8763,99.9,60.69,35.83,18.85,-3.6169,15.0,14.3145,13.27,0.4224,4000.0,8,5.203,20.125,6.611,539.67,371.0,8.57,0.2016,163.64,215.2,1.2229,47.7729,79.397,46.621,19.416,0.00213,43.156,100.0,6.913,3352.9,409.96,15.6179,0.0,0.01,5.0,491.96,191.561,7.166,500.0,0.749957,202.98,7.993,1.12587e-15,59.0632,0.5995,0.8607,9.0123,4.8975,1.30787,430.02,21.776,18.924,0.22054,0.12305,1.0,0.4454,0.000473,0.4015,1140.0,0.01443,1.796e-09,0.8611,0.00624,15.0,3.8439,30.6871,1.7313,2000.0,459.01,9.352
UHTM_0402,Synthetic,Hf0.12Zr0.03Si0.37C0.28B0.18,Hf3.8ZrSi11.6C8.6B5.6,HfSi,50.765,6.913,4.092,0.096,0.875,24.792,7.841,4.627,3.9956,1911.1,131.6,97.34,29.43,Vacuum,0,8.663,7.49,159.0,17.36,21.23,0.6125,25.109,1.648,0.549,7.2486,96.354,54.44,29.12,30.13,-4.6725,15.0,12.328,9.4203,0.406,4000.0,4,9.935,23.302,6.032,659.05,402.81,7.98,0.2116,176.36,233.03,1.3334,26.6625,97.867,66.212,22.493,0.001,51.529,100.0,7.1888,3570.4,446.59,15.8985,19.85,0.0726,5.0,613.38,691.841,5.765,500.0,100.0,242.95,7.115,6.75471e-15,200.0,0.5868,0.3448,1.8657,5.7115,0.29954,456.8,60.0,19.781,0.12997,0.09598,1.0,0.4181,0.000629,0.2667,1656.2,0.40269,5.127e-09,0.8813,0.0118,15.0,7.321,31.294,0.6705,946.25,731.79,7.701
UHTM_0403,Synthetic,Hf0.05Zr0.03Nb0.04Ti0.03Si0.06C0.53B0.27,Hf1.8Zr1.2Nb1.4TiSi2.1C19.4B9.9,HfC,31.603,10.886,0.837,13.031,4.676,5.708,22.812,10.446,4.0342,1747.5,55.9,96.65,10.82,Vacuum,0,3.274,69.29,129.3,6.55,12.16,0.5838,7.172,1.997,0.658,6.8554,98.666,73.75,39.59,8.17,-5.4529,15.0,11.189,6.7607,0.4093,4000.0,6,12.898,21.628,5.158,900.0,408.83,9.86,0.2072,166.69,226.14,1.3291,10.4571,139.612,64.646,20.986,0.00776,50.668,100.0,7.8061,3294.7,383.25,19.8931,0.0,0.0637,45.826,479.49,153.556,12.028,500.0,100.0,214.73,6.633,2.3996e-16,200.0,0.4983,0.6464,11.7955,5.4927,0.72201,421.12,33.704,20.057,0.06764,0.06465,1.0,0.2311,0.000941,0.2023,1034.6,0.59409,1.045e-09,0.8801,0.01383,15.0,8.5475,41.1651,0.2122,681.17,369.02,5.702
UHTM_0404,Experimental,Hf0.10Zr0.10Ta0.04Ti0.03Si0.22C0.39B0.11,Hf3.4Zr3.3Ta1.3TiSi7.3C12.7B3.6,HfSi,37.934,19.077,14.353,0.516,3.033,12.992,9.647,2.448,4.1242,1814.9,94.6,39.81,21.91,Ar,1,1.865,64.1,424.9,19.15,29.61,0.5746,25.056,1.9,0.109,7.2453,99.9,49.03,26.07,12.59,-2.7998,15.0,13.7983,18.0573,0.482,4000.0,5,11.712,22.094,5.7,672.01,417.52,5.83,0.1905,168.87,234.35,1.4183,22.902,97.686,56.498,21.287,0.01483,42.791,100.0,7.1591,3664.0,377.17,15.0301,6.99,0.0402,5.0,505.03,474.015,8.687,500.0,100.0,226.27,6.44,5.62281e-15,200.0,0.5452,0.5099,30.0,5.11,0.42093,432.62,29.576,18.212,0.13174,0.0719,1.0,0.4134,0.000743,0.2075,1520.2,0.79634,3.046e-09,0.7985,0.02346,14.89,14.438,31.1364,0.8009,479.42,572.97,4.886
UHTM_0405,Experimental,Hf0.04Zr0.05Ta0.02Nb0.04Ti0.04Si0.17C0.41B0.24,Hf1.6Zr2.3TaNb1.6Ti1.9Si7.5C18.4B10.6,HfC,19.616,14.373,12.283,10.349,6.265,14.294,15.009,7.811,4.1482,2193.7,224.5,47.84,9.46,N2,2,2.47,19.47,401.0,16.93,19.2,0.7422,8.871,3.078,3.175,6.2327,94.601,62.46,32.84,19.54,-2.8634,15.0,13.4457,15.7029,0.4173,4000.0,8,15.684,22.195,5.997,900.0,395.7,11.12,0.1995,170.98,225.35,1.3164,14.1321,142.389,66.597,20.218,0.001,42.431,100.0,7.184,3344.0,421.61,16.5936,17.82,0.01,31.921,609.27,1479.977,5.0,500.0,100.0,215.81,6.309,5.544548e-14,200.0,0.496,0.1887,30.0,4.4274,0.19158,428.28,31.386,21.292,0.09275,0.08365,0.9488,0.2585,0.000583,0.2889,2048.5,1.84527,2.1389e-08,0.8983,0.00964,15.0,5.4824,50.0,0.8022,260.44,844.46,0.306
UHTM_0406,Synthetic,Hf0.08Zr0.11Ta0.02Nb0.01Ti0.04Si0.08C0.50B0.16,Hf7.1Zr9.2Ta1.6NbTi3.9Si6.6C43.6B13.7,HfC,35.863,23.696,8.234,2.635,5.255,5.285,14.833,4.199,4.0667,2010.6,64.0,91.64,33.03,Vacuum,0,4.238,59.24,401.3,7.72,23.0,0.6381,6.744,3.251,1.079,7.513,99.9,62.55,24.77,8.94,-5.7729,15.0,12.8109,7.5653,0.4939,4000.0,6,8.007,23.251,5.855,900.0,403.74,10.83,0.1844,155.88,215.5,1.3736,13.4713,101.317,44.694,21.289,0.01356,51.871,100.0,8.3587,3409.1,400.29,17.692,20.08,0.01,41.436,514.86,194.117,12.676,500.0,100.0,218.96,6.133,1.01332e-15,200.0,0.5752,0.129,30.0,5.8378,0.6165,409.93,36.64,16.98,0.09185,0.08695,0.9895,0.2416,0.000702,0.2175,1135.2,0.58372,8.22e-10,0.8754,0.01274,15.0,6.237,35.4208,1.6588,703.17,435.92,6.094
UHTM_0407,Synthetic,Hf0.04Zr0.08Ta0.03Nb0.04Ti0.02Si0.24C0.42B0.13,Hf1.7Zr3.7Ta1.2Nb2.0TiSi11.4C19.5B6.2,ZrSi,17.973,19.353,12.846,10.934,2.774,18.612,13.597,3.912,4.1987,2169.4,232.8,97.33,25.11,N2,2,2.587,37.32,386.5,15.68,27.32,0.7257,46.666,4.78,0.52,6.752,99.9,63.9,31.55,18.34,-4.7565,15.0,13.4033,9.1073,0.4377,4000.0,6,12.324,20.598,8.885,289.12,416.22,5.04,0.2039,176.05,231.75,1.3085,100.0,43.644,61.172,19.712,0.001,41.603,100.0,7.4668,3232.0,445.73,13.3731,12.91,0.01,5.0,659.84,2312.023,9.078,500.0,100.0,228.05,1.11,8.794025e-14,200.0,0.7261,0.3761,30.0,5.2085,0.19418,356.72,31.654,18.754,0.67739,0.18725,1.0,0.6914,0.000255,0.4327,2332.5,5.13294,4.4482e-08,0.8851,0.03409,15.0,18.4945,13.7506,1.1465,93.46,1039.27,0.0
UHTM_0408,Experimental,Hf0.02Zr0.06Ta0.03Nb0.02Ti0.02Si0.13C0.62B0.11,Hf1.3Zr3.3Ta2.0Nb1.3TiSi7.4C36.5B6.3,TaC,12.924,16.867,20.065,6.872,2.713,11.858,24.86,3.841,4.231,1685.5,73.2,55.48,40.01,N2,2,3.274,33.25,367.8,10.77,10.97,0.5735,30.445,1.782,0.527,6.6401,99.9,82.06,29.86,12.82,-7.3049,15.0,10.8549,5.1403,0.4226,4000.0,6,14.297,23.247,6.772,579.6,428.21,8.02,0.2021,190.09,232.49,1.2067,43.4521,65.604,60.679,22.141,0.00663,38.257,100.0,6.8366,3459.2,440.21,12.748,1.63,0.0882,5.0,662.5,2339.656,6.947,500.0,100.0,218.4,1.43,2.1146849e-13,200.0,0.5649,0.2801,30.0,4.9565,0.52532,446.41,36.818,22.044,0.1497,0.10875,0.9557,0.4792,0.000432,0.253,2364.2,5.86578,4.5189e-08,0.849,0.04406,13.269,24.6688,29.76,0.6493,69.99,1029.87,0.0
